query,label,type,file_path,score,snippet
how does git help developers collaborate,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7112,"Real-world architectures frequently combine load balancers, application servers,"
how does git help developers collaborate,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7112,"Real-world architectures frequently combine load balancers, application servers,"
how does git help developers collaborate,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7112,"Real-world architectures frequently combine load balancers, application servers,"
how does git help developers collaborate,relevant,image,/home/ssrivastava/Downloads/test/dog.jpg,0.8848,
how does git help developers collaborate,relevant,image,/home/ssrivastava/Downloads/test/taj1.jpg,0.9031,
how does git help developers collaborate,relevant,image,/home/ssrivastava/Downloads/test/taj2.jpg,0.9088,
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/04_web_security.md,0.4945,"Common vulnerabilities include SQL Injection, Cross-Site Scripting (XSS), and Cr"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/04_web_security.md,0.7448,# Web Security Essentials  Web security focuses on protecting applications and u
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/04_web_security.md,0.7575,"Regular software updates, dependency scanning, logging, monitoring, and security"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/03_ai_overview.md,0.8136,Machine Learning is a subset of AI where algorithms learn from data rather than 
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/01_linux_basics.md,0.8508,# Linux Basics  Linux is a family of open-source operating systems built around 
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/03_ai_overview.md,0.8618,# Artificial Intelligence Overview  Artificial Intelligence (AI) refers to syste
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/01_beekeeping.md,0.8628,Modern hives are designed with removable frames that allow beekeepers to inspect
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8646,"Reliability is achieved through redundancy, monitoring, automated backups, and d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8653,"## Topic 10  Data structures organize information efficiently, while algorithms "
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.866,"## Topic 5  Data structures organize information efficiently, while algorithms d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8664,"## Topic 4  Data structures organize information efficiently, while algorithms d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8674,"## Topic 21  Data structures organize information efficiently, while algorithms "
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8676,"## Topic 7  Data structures organize information efficiently, while algorithms d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8678,"## Topic 1  Data structures organize information efficiently, while algorithms d"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.868,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is sql injection,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.868,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is sql injection,relevant,image,/home/ssrivastava/Downloads/test/taj2.jpg,0.8423,
what is sql injection,relevant,image,/home/ssrivastava/Downloads/test/taj1.jpg,0.8442,
what is sql injection,relevant,image,/home/ssrivastava/Downloads/test/dog.jpg,0.9597,
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/03_ai_overview.md,0.3201,Machine Learning is a subset of AI where algorithms learn from data rather than 
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/03_ai_overview.md,0.5727,# Artificial Intelligence Overview  Artificial Intelligence (AI) refers to syste
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/03_ai_overview.md,0.6051,AI systems depend heavily on high-quality data. Poor or biased datasets can lead
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/03_ai_overview.md,0.6674,"Modern AI applications include recommendation systems, fraud detection, speech r"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/README2.md,0.7478,"## Problem  Most of what we ""know"" is scattered across markdown notes, screensho"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/README2.md,0.7478,# Cortex  A local-first semantic search and Q&A assistant for your own files. Co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7491,## Section 7: Cloud Concept 7  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7539,## Section 12: Cloud Concept 12  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/README2.md,0.764,## Solution  Cortex runs a full retrieval-augmented generation (RAG) pipeline lo
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7716,## Section 5: Cloud Concept 5  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7726,## Section 11: Cloud Concept 11  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7747,## Section 14: Cloud Concept 14  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.7809,"## Topic 7  Data structures organize information efficiently, while algorithms d"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7831,## Section 8: Cloud Concept 8  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.784,## Section 1: Cloud Concept 1  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7851,## Section 21: Cloud Concept 21  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.787,"## Topic 12  Data structures organize information efficiently, while algorithms "
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7901,## Section 2: Cloud Concept 2  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7902,## Section 13: Cloud Concept 13  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7913,## Section 9: Cloud Concept 9  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7919,## Section 10: Cloud Concept 10  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7926,## Section 20: Cloud Concept 20  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.7954,"## Topic 5  Data structures organize information efficiently, while algorithms d"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7955,## Section 17: Cloud Concept 17  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.7958,## Section 15: Cloud Concept 15  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8001,"## Topic 11  Data structures organize information efficiently, while algorithms "
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8017,## Section 22: Cloud Concept 22  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8035,"## Topic 17  Data structures organize information efficiently, while algorithms "
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8035,## Section 4: Cloud Concept 4  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8039,"## Topic 21  Data structures organize information efficiently, while algorithms "
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.805,## Section 6: Cloud Concept 6  Cloud computing provides on-demand access to comp
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8066,## Section 25: Cloud Concept 25  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8067,"## Topic 14  Data structures organize information efficiently, while algorithms "
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/05_cloud_computing_guide.md,0.8068,## Section 23: Cloud Concept 23  Cloud computing provides on-demand access to co
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8072,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8072,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8072,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8072,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8072,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is machine learning,relevant,text,/home/ssrivastava/Downloads/test/06_dsa_handbook.md,0.8072,"Trees enable hierarchical organization, whereas graphs model relationships betwe"
what is machine learning,relevant,image,/home/ssrivastava/Downloads/test/taj1.jpg,0.8573,
what is machine learning,relevant,image,/home/ssrivastava/Downloads/test/taj2.jpg,0.8704,
what is machine learning,relevant,image,/home/ssrivastava/Downloads/test/dog.jpg,0.9085,
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.273,# The United Nations  The United Nations (UN) was founded in 1945 to promote pea
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.4455,"Current priorities include climate change, sustainable development, cyber threat"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.458,"UN agencies such as UNICEF, UNESCO, WHO, and UNHCR work in humanitarian relief, "
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4778,"## Topic 11  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4793,"## Topic 17  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4824,"## Topic 10  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4847,"## Topic 9  International organizations help states cooperate on trade, security"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4852,"## Topic 12  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4869,"## Topic 14  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4893,"## Topic 7  International organizations help states cooperate on trade, security"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4895,"## Topic 13  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.493,"## Topic 18  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4938,"## Topic 19  International organizations help states cooperate on trade, securit"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.4989,"## Topic 2  International organizations help states cooperate on trade, security"
what is the purpose of the united nations,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5011,"## Topic 15  International organizations help states cooperate on trade, securit"
